paper_id,source,url/doi,retrieved_date,license_note
https://openalex.org/W3164928018,openalex,https://doi.org/10.1186/s13705-021-00318-0,2026-05-06,cc-by
https://openalex.org/W3164930388,openalex,https://doi.org/10.3390/su13116034,2026-05-06,cc-by
https://openalex.org/W3165004151,openalex,https://doi.org/10.1051/e3sconf/202125803011,2026-05-06,cc-by
https://openalex.org/W3165014220,openalex,https://doi.org/10.3390/land10060556,2026-05-06,cc-by
https://openalex.org/W3165015411,openalex,https://doi.org/10.1108/ajar-11-2020-0122,2026-05-06,cc-by
https://openalex.org/W3165030542,openalex,https://doi.org/10.3390/foods10061175,2026-05-06,cc-by
https://openalex.org/W3165048594,openalex,https://doi.org/10.3390/en14113032,2026-05-06,cc-by
https://openalex.org/W3165050446,openalex,https://doi.org/10.1186/s12302-021-00499-7,2026-05-06,cc-by
https://openalex.org/W3165061839,openalex,https://doi.org/10.1126/sciadv.abd8988,2026-05-06,
https://openalex.org/W3165144553,openalex,https://doi.org/10.1186/s13068-021-01977-z,2026-05-06,cc-by
https://openalex.org/W3165144635,openalex,https://doi.org/10.3389/fenrg.2021.625023,2026-05-06,cc-by
https://openalex.org/W3165147142,openalex,https://doi.org/10.33258/birci.v4i2.1978,2026-05-06,cc-by-sa
https://openalex.org/W3165170176,openalex,https://doi.org/10.1186/s40066-021-00308-7,2026-05-06,cc-by
https://openalex.org/W3165176743,openalex,https://doi.org/10.1016/j.neuron.2021.05.005,2026-05-06,other-oa
https://openalex.org/W3165206532,openalex,https://doi.org/10.1186/s12889-021-11029-8,2026-05-06,cc-by
https://openalex.org/W3165234238,openalex,https://doi.org/10.1186/s13705-021-00278-5,2026-05-06,other-oa
https://openalex.org/W3165242059,openalex,https://doi.org/10.3390/su13115980,2026-05-06,cc-by
https://openalex.org/W3165242653,openalex,https://doi.org/10.3390/en14113104,2026-05-06,cc-by
https://openalex.org/W3165244044,openalex,https://doi.org/10.3390/ph14060499,2026-05-06,cc-by
https://openalex.org/W3165249535,openalex,https://doi.org/10.1016/j.clrc.2021.100020,2026-05-06,
https://openalex.org/W3165260810,openalex,https://doi.org/10.3390/su13116015,2026-05-06,cc-by
https://openalex.org/W3165271223,openalex,https://doi.org/10.3390/ijerph18105433,2026-05-06,cc-by
https://openalex.org/W3165281178,openalex,https://doi.org/10.1038/s41538-021-00099-y,2026-05-06,cc-by
https://openalex.org/W3165290119,openalex,https://doi.org/10.1007/s43621-021-00027-w,2026-05-06,cc-by
https://openalex.org/W3165304206,openalex,https://doi.org/10.1038/s41598-021-90782-7,2026-05-06,cc-by
https://openalex.org/W3165369596,openalex,https://doi.org/10.1109/access.2021.3083640,2026-05-06,cc-by
https://openalex.org/W3165375152,openalex,https://doi.org/10.1007/s43621-021-00025-y,2026-05-06,cc-by
https://openalex.org/W3165383337,openalex,https://doi.org/10.1080/09613218.2021.1908878,2026-05-06,
https://openalex.org/W3165384674,openalex,https://doi.org/10.3390/pathogens10060668,2026-05-06,cc-by
https://openalex.org/W3165395828,openalex,https://doi.org/10.3390/su13115868,2026-05-06,cc-by
https://openalex.org/W3165396352,openalex,https://doi.org/10.1007/s10668-021-01518-6,2026-05-06,cc-by
https://openalex.org/W3165404282,openalex,https://doi.org/10.1186/s40562-021-00187-7,2026-05-06,cc-by
https://openalex.org/W3165420011,openalex,https://doi.org/10.2478/mspe-2021-0012,2026-05-06,cc-by
https://openalex.org/W3165422896,openalex,https://doi.org/10.1039/d1ra03203h,2026-05-06,cc-by-nc
https://openalex.org/W3165426788,openalex,https://doi.org/10.3390/su13115956,2026-05-06,cc-by
https://openalex.org/W3165440766,openalex,https://doi.org/10.1186/s40538-021-00217-8,2026-05-06,cc-by
https://openalex.org/W3165499901,openalex,https://doi.org/10.1016/j.cosust.2021.04.007,2026-05-06,cc-by
https://openalex.org/W3165504231,openalex,https://doi.org/10.1590/1413-81232021265.09742019,2026-05-06,cc-by
https://openalex.org/W3165508110,openalex,https://doi.org/10.1080/02508281.2021.1925830,2026-05-06,
https://openalex.org/W3165517670,openalex,https://doi.org/10.1007/s43621-021-00026-x,2026-05-06,cc-by
https://openalex.org/W3165523113,openalex,https://doi.org/10.3390/land10060553,2026-05-06,cc-by
https://openalex.org/W3165528357,openalex,https://doi.org/10.1017/sus.2021.14,2026-05-06,cc-by
https://openalex.org/W3165531278,openalex,https://doi.org/10.1093/nsr/nwab091,2026-05-06,cc-by
https://openalex.org/W3165558331,openalex,https://doi.org/10.3390/su13115833,2026-05-06,cc-by
https://openalex.org/W3165571651,openalex,https://doi.org/10.1016/j.carpta.2021.100065,2026-05-06,
https://openalex.org/W3165598721,openalex,https://doi.org/10.24818/ea/2021/57/483,2026-05-06,cc-by
https://openalex.org/W3165641780,openalex,https://doi.org/10.1186/s40538-021-00213-y,2026-05-06,cc-by
https://openalex.org/W3165641867,openalex,https://doi.org/10.1186/s42162-021-00138-8,2026-05-06,cc-by
https://openalex.org/W3165641988,openalex,https://doi.org/10.3390/su13116037,2026-05-06,cc-by
https://openalex.org/W3165645744,openalex,https://doi.org/10.3390/su13115939,2026-05-06,cc-by
https://openalex.org/W3165650188,openalex,https://doi.org/10.1002/cssc.202100981,2026-05-06,cc-by
https://openalex.org/W3165656280,openalex,https://doi.org/10.1080/00207543.2021.1915510,2026-05-06,
https://openalex.org/W3165675334,openalex,https://doi.org/10.1111/raq.12571,2026-05-06,cc-by
https://openalex.org/W3165678528,openalex,https://doi.org/10.1016/j.jksus.2021.101477,2026-05-06,cc-by
https://openalex.org/W3165695627,openalex,https://doi.org/10.3390/su13115796,2026-05-06,cc-by
https://openalex.org/W3165711916,openalex,https://doi.org/10.1007/s43762-021-00001-2,2026-05-06,cc-by
https://openalex.org/W3165723881,openalex,https://doi.org/10.4143/crt.2021.325,2026-05-06,cc-by-nc
https://openalex.org/W3165724994,openalex,https://doi.org/10.1029/2020ef001960,2026-05-06,cc-by
https://openalex.org/W3165727520,openalex,https://doi.org/10.1007/s43762-021-00008-9,2026-05-06,cc-by
https://openalex.org/W3165728107,openalex,https://doi.org/10.3390/agronomy11061026,2026-05-06,cc-by
https://openalex.org/W3165744188,openalex,https://doi.org/10.1002/jbm.a.37241,2026-05-06,cc-by
https://openalex.org/W3165750798,openalex,https://doi.org/10.3390/su13115919,2026-05-06,cc-by
https://openalex.org/W3165754055,openalex,https://doi.org/10.3390/su13105676,2026-05-06,cc-by
https://openalex.org/W3165764312,openalex,https://doi.org/10.1111/jnu.12672,2026-05-06,
https://openalex.org/W3165769176,openalex,https://doi.org/10.1016/j.tcam.2021.100550,2026-05-06,cc-by-nc-nd
https://openalex.org/W3165786960,openalex,https://doi.org/10.1016/j.jenvp.2021.101694,2026-05-06,cc-by
https://openalex.org/W3165817178,openalex,https://doi.org/10.1007/s12599-021-00701-3,2026-05-06,cc-by
https://openalex.org/W3165829433,openalex,https://doi.org/10.3390/ma14112737,2026-05-06,cc-by
https://openalex.org/W3165833253,openalex,https://doi.org/10.3390/su13115950,2026-05-06,cc-by
https://openalex.org/W3165840549,openalex,https://doi.org/10.3390/su13115856,2026-05-06,cc-by
https://openalex.org/W3165851922,openalex,https://doi.org/10.7554/elife.59654,2026-05-06,cc-by
https://openalex.org/W3165855352,openalex,https://doi.org/10.1007/s42824-021-00017-3,2026-05-06,cc-by
https://openalex.org/W3165872398,openalex,https://doi.org/10.1002/bse.2821,2026-05-06,cc-by
https://openalex.org/W3165874167,openalex,https://doi.org/10.3390/su13115850,2026-05-06,cc-by
https://openalex.org/W3165883104,openalex,https://doi.org/10.1186/s40517-021-00183-2,2026-05-06,cc-by
https://openalex.org/W3165944009,openalex,https://doi.org/10.1016/j.aej.2021.03.075,2026-05-06,cc-by-nc-nd
https://openalex.org/W3166017581,openalex,https://doi.org/10.1016/j.jmrt.2021.05.047,2026-05-06,cc-by
https://openalex.org/W3166025387,openalex,https://doi.org/10.3390/su13126766,2026-05-06,cc-by
https://openalex.org/W3166046291,openalex,https://doi.org/10.1016/j.clrc.2021.100029,2026-05-06,cc-by-nc-nd
https://openalex.org/W3166090352,openalex,https://doi.org/10.1093/plcell/koab148,2026-05-06,
https://openalex.org/W3166090413,openalex,https://doi.org/10.1108/rege-03-2020-0017,2026-05-06,cc-by
https://openalex.org/W3166152722,openalex,https://doi.org/10.21428/92fbeb44.5725ad8f,2026-05-06,cc-by
https://openalex.org/W3166162300,openalex,https://doi.org/10.3390/su13126773,2026-05-06,cc-by
https://openalex.org/W3166172916,openalex,https://doi.org/10.1186/s40066-021-00289-7,2026-05-06,cc-by
https://openalex.org/W3166185521,openalex,https://doi.org/10.3389/fbioe.2021.620777,2026-05-06,cc-by
https://openalex.org/W3166187605,openalex,https://doi.org/10.1016/j.jestch.2021.05.012,2026-05-06,cc-by-nc-nd
https://openalex.org/W3166204465,openalex,https://doi.org/10.3390/su13116372,2026-05-06,cc-by
https://openalex.org/W3166207126,openalex,https://doi.org/10.3390/hydrology8020090,2026-05-06,cc-by
https://openalex.org/W3166235503,openalex,https://doi.org/10.3390/su13126863,2026-05-06,cc-by
https://openalex.org/W3166288427,openalex,https://doi.org/10.1016/j.gfs.2021.100553,2026-05-06,cc-by
https://openalex.org/W3166360900,openalex,https://doi.org/10.3390/su13126788,2026-05-06,cc-by
https://openalex.org/W3166369361,openalex,https://doi.org/10.1002/ecs2.3543,2026-05-06,cc-by
https://openalex.org/W3166392541,openalex,https://doi.org/10.3389/fenrg.2021.663331,2026-05-06,cc-by
https://openalex.org/W3166429698,openalex,https://doi.org/10.1108/ijshe-10-2020-0395,2026-05-06,
https://openalex.org/W3166454161,openalex,https://doi.org/10.3390/en14113127,2026-05-06,cc-by
https://openalex.org/W3166462578,openalex,https://doi.org/10.1016/j.xinn.2021.100127,2026-05-06,cc-by
https://openalex.org/W3166466407,openalex,https://doi.org/10.1007/s00134-021-06455-6,2026-05-06,cc-by-nc
https://openalex.org/W3166479713,openalex,https://doi.org/10.21511/afc.03(1).2020.03,2026-05-06,cc-by
https://openalex.org/W3166499308,openalex,https://doi.org/10.1172/jci.insight.151544,2026-05-06,cc-by
https://openalex.org/W3166537808,openalex,https://doi.org/10.3390/buildings11060249,2026-05-06,cc-by
https://openalex.org/W3166555626,openalex,https://doi.org/10.3390/foods10061317,2026-05-06,cc-by
https://openalex.org/W3166594612,openalex,https://doi.org/10.1007/s00221-021-06211-8,2026-05-06,cc-by
https://openalex.org/W3166636729,openalex,https://doi.org/10.1016/j.tmp.2021.100831,2026-05-06,cc-by
https://openalex.org/W3166680876,openalex,https://doi.org/10.3390/su13126639,2026-05-06,cc-by
https://openalex.org/W3166707074,openalex,https://doi.org/10.1016/j.crm.2021.100338,2026-05-06,cc-by-nc-nd
https://openalex.org/W3166715387,openalex,https://doi.org/10.1007/978-3-030-66300-1,2026-05-06,cc-by
https://openalex.org/W3166771025,openalex,https://doi.org/10.3390/su13116295,2026-05-06,other-oa
https://openalex.org/W3166789814,openalex,https://doi.org/10.3390/su13126747,2026-05-06,cc-by
https://openalex.org/W3166807224,openalex,https://doi.org/10.1016/j.jclepro.2021.127698,2026-05-06,cc-by
https://openalex.org/W3166822478,openalex,https://doi.org/10.3390/insects12060557,2026-05-06,cc-by
https://openalex.org/W3166839458,openalex,https://doi.org/10.1186/s13047-021-00483-7,2026-05-06,cc-by
https://openalex.org/W3166860845,openalex,https://doi.org/10.1002/sd.2238,2026-05-06,cc-by-nc-nd
https://openalex.org/W3166928059,openalex,https://doi.org/10.1002/sd.2215,2026-05-06,
https://openalex.org/W3166930545,openalex,https://doi.org/10.3390/app11125397,2026-05-06,cc-by
https://openalex.org/W3166934122,openalex,https://doi.org/10.1016/j.sjbs.2021.06.011,2026-05-06,cc-by-nc-nd
https://openalex.org/W3167017076,openalex,https://doi.org/10.3390/su13116494,2026-05-06,cc-by
https://openalex.org/W3167050332,openalex,https://doi.org/10.21428/bf6fb269.f2d0adaf,2026-05-06,cc-by-nc-nd
https://openalex.org/W3167072022,openalex,https://doi.org/10.3390/su13126841,2026-05-06,cc-by
https://openalex.org/W3167225572,openalex,https://doi.org/10.35784/pe.2021.2.16,2026-05-06,cc-by
https://openalex.org/W3167251441,openalex,https://doi.org/10.1016/j.jaci.2021.05.039,2026-05-06,cc-by-nc-nd
https://openalex.org/W3167266398,openalex,https://doi.org/10.1111/rego.12417,2026-05-06,cc-by
https://openalex.org/W3167351399,openalex,https://doi.org/10.1002/sd.2222,2026-05-06,cc-by-nc-nd
https://openalex.org/W3167376819,openalex,https://doi.org/10.1080/1331677x.2021.1927789,2026-05-06,cc-by
https://openalex.org/W3167429738,openalex,https://doi.org/10.3390/su13115987,2026-05-06,cc-by
https://openalex.org/W3167470870,openalex,https://doi.org/10.1016/j.cosust.2021.03.018,2026-05-06,cc-by
https://openalex.org/W3167486538,openalex,https://doi.org/10.3390/land10060591,2026-05-06,cc-by
https://openalex.org/W3167500487,openalex,https://doi.org/10.3390/pr9060972,2026-05-06,cc-by
https://openalex.org/W3167515603,openalex,https://doi.org/10.3390/su13126612,2026-05-06,cc-by
https://openalex.org/W3167535879,openalex,https://doi.org/10.1002/aenm.202100698,2026-05-06,cc-by
https://openalex.org/W3167545268,openalex,https://doi.org/10.1016/j.dibe.2021.100049,2026-05-06,cc-by
https://openalex.org/W3167577419,openalex,https://doi.org/10.3390/su13126591,2026-05-06,cc-by
https://openalex.org/W3167578458,openalex,https://doi.org/10.1016/j.gfs.2021.100546,2026-05-06,cc-by
https://openalex.org/W3167579976,openalex,https://doi.org/10.3390/su13116328,2026-05-06,cc-by
https://openalex.org/W3167616535,openalex,https://doi.org/10.1016/j.annals.2021.103251,2026-05-06,cc-by
https://openalex.org/W3167620311,openalex,https://doi.org/10.1108/medar-06-2020-0917,2026-05-06,
https://openalex.org/W3167652504,openalex,https://doi.org/10.1016/j.crsust.2021.100050,2026-05-06,cc-by-nc-nd
https://openalex.org/W3167722851,openalex,https://doi.org/10.1177/1023263x211016756,2026-05-06,cc-by
https://openalex.org/W3167726003,openalex,https://doi.org/10.1080/10941665.2021.1908384,2026-05-06,
https://openalex.org/W3167742101,openalex,https://doi.org/10.3390/su13126871,2026-05-06,cc-by
https://openalex.org/W3167742295,openalex,https://doi.org/10.1332/239788221x16208334299524,2026-05-06,
https://openalex.org/W3167757648,openalex,https://doi.org/10.3390/su13126849,2026-05-06,cc-by
https://openalex.org/W3167809055,openalex,https://doi.org/10.1016/j.meatsci.2021.108608,2026-05-06,cc-by
https://openalex.org/W3167853685,openalex,https://doi.org/10.1080/01441647.2021.1938284,2026-05-06,cc-by-nc-nd
https://openalex.org/W3167871404,openalex,https://doi.org/10.1016/j.celrep.2021.109238,2026-05-06,
https://openalex.org/W3167908310,openalex,https://doi.org/10.3390/su13116036,2026-05-06,cc-by
https://openalex.org/W3167972548,openalex,https://doi.org/10.1016/j.clet.2021.100144,2026-05-06,cc-by-nc-nd
https://openalex.org/W3168057049,openalex,https://doi.org/10.3390/su13116342,2026-05-06,cc-by
https://openalex.org/W3168246180,openalex,https://doi.org/10.1016/j.gloenvcha.2021.102290,2026-05-06,cc-by
https://openalex.org/W3168298755,openalex,https://doi.org/10.1108/medar-03-2021-1249,2026-05-06,
https://openalex.org/W3168303562,openalex,https://doi.org/10.2224/sbp.10199,2026-05-06,cc-by-nc-nd
https://openalex.org/W3168312814,openalex,https://doi.org/10.35784/pe.2021.2.14,2026-05-06,cc-by
https://openalex.org/W3168332058,openalex,https://doi.org/10.3390/su13116245,2026-05-06,cc-by
https://openalex.org/W3168338957,openalex,https://doi.org/10.3390/su13126641,2026-05-06,cc-by
https://openalex.org/W3168360120,openalex,https://doi.org/10.1016/j.suscom.2021.100580,2026-05-06,cc-by
https://openalex.org/W3168360663,openalex,https://doi.org/10.1021/acsomega.1c03011,2026-05-06,cc-by-nc-nd
https://openalex.org/W3168376939,openalex,https://doi.org/10.3390/su13116284,2026-05-06,cc-by
https://openalex.org/W3168387538,openalex,https://doi.org/10.3390/su13116204,2026-05-06,cc-by
https://openalex.org/W3168417707,openalex,https://doi.org/10.1016/j.ecolind.2021.107864,2026-05-06,cc-by-nc-nd
https://openalex.org/W3168474287,openalex,https://doi.org/10.1017/9781009106559,2026-05-06,
https://openalex.org/W3168492710,openalex,https://doi.org/10.3390/buildings11060246,2026-05-06,cc-by
https://openalex.org/W3168528131,openalex,https://doi.org/10.3390/su13116169,2026-05-06,cc-by
https://openalex.org/W3168575261,openalex,https://doi.org/10.1177/87569728211007660,2026-05-06,cc-by
https://openalex.org/W3168600234,openalex,https://doi.org/10.3390/su13116363,2026-05-06,cc-by
https://openalex.org/W3168645160,openalex,https://doi.org/10.3390/molecules26123488,2026-05-06,cc-by
https://openalex.org/W3168647653,openalex,https://doi.org/10.3390/su13116385,2026-05-06,cc-by
https://openalex.org/W3168683483,openalex,https://doi.org/10.1002/adom.202100182,2026-05-06,
https://openalex.org/W3168705876,openalex,https://doi.org/10.3390/su13116397,2026-05-06,cc-by
https://openalex.org/W3168752606,openalex,https://doi.org/10.1016/j.ssmph.2021.100844,2026-05-06,cc-by
https://openalex.org/W3168753324,openalex,https://doi.org/10.3390/agronomy11061167,2026-05-06,cc-by
https://openalex.org/W3168766789,openalex,https://doi.org/10.25115/eea.v39i5.5065,2026-05-06,
https://openalex.org/W3168767419,openalex,https://doi.org/10.3390/su13126624,2026-05-06,cc-by
https://openalex.org/W3168803087,openalex,https://doi.org/10.1016/j.heliyon.2021.e07272,2026-05-06,
https://openalex.org/W3168806044,openalex,https://doi.org/10.1186/s12966-021-01158-z,2026-05-06,other-oa
https://openalex.org/W3168828086,openalex,https://doi.org/10.1038/s41467-021-23744-2,2026-05-06,cc-by
https://openalex.org/W3168871176,openalex,https://doi.org/10.25115/eea.v39i5.5090,2026-05-06,
https://openalex.org/W3168877683,openalex,https://doi.org/10.1108/jfmm-07-2020-0148,2026-05-06,
https://openalex.org/W3168891280,openalex,https://doi.org/10.3390/su13116261,2026-05-06,cc-by
https://openalex.org/W3168929594,openalex,https://doi.org/10.1109/tem.2021.3080428,2026-05-06,
https://openalex.org/W3168941981,openalex,https://doi.org/10.1108/sasbe-11-2020-0161,2026-05-06,
https://openalex.org/W3168942501,openalex,https://doi.org/10.1016/j.spc.2021.06.009,2026-05-06,cc-by
https://openalex.org/W3168980429,openalex,https://doi.org/10.3390/su13126521,2026-05-06,cc-by
https://openalex.org/W3168982232,openalex,https://doi.org/10.3390/su13116243,2026-05-06,cc-by
https://openalex.org/W3169010363,openalex,https://doi.org/10.3390/math9111308,2026-05-06,cc-by
https://openalex.org/W3169042901,openalex,https://doi.org/10.1177/25148486211018570,2026-05-06,cc-by
https://openalex.org/W3169065233,openalex,https://doi.org/10.2147/dmso.s304751,2026-05-06,cc-by-nc
https://openalex.org/W3169102212,openalex,https://doi.org/10.3389/fmicb.2021.635917,2026-05-06,cc-by
https://openalex.org/W3169102532,openalex,https://doi.org/10.1016/j.celrep.2021.109235,2026-05-06,cc-by
https://openalex.org/W3169104149,openalex,https://doi.org/10.3390/su13116401,2026-05-06,cc-by
https://openalex.org/W3169117693,openalex,https://doi.org/10.1002/adma.202105174,2026-05-06,cc-by
https://openalex.org/W3169153826,openalex,https://doi.org/10.1016/j.gfs.2021.100552,2026-05-06,cc-by
https://openalex.org/W3169157822,openalex,https://doi.org/10.1016/j.cosust.2021.04.010,2026-05-06,cc-by-nc-nd
https://openalex.org/W3169173409,openalex,https://doi.org/10.3390/cosmetics8020048,2026-05-06,cc-by
https://openalex.org/W3169211784,openalex,https://doi.org/10.3390/molecules26113463,2026-05-06,cc-by
https://openalex.org/W3169295760,openalex,https://doi.org/10.1007/s43615-021-00064-7,2026-05-06,cc-by
https://openalex.org/W3169296606,openalex,https://doi.org/10.1016/j.resenv.2021.100028,2026-05-06,cc-by-nc-nd
https://openalex.org/W3169317214,openalex,https://doi.org/10.3390/su13126759,2026-05-06,cc-by
https://openalex.org/W3169346242,openalex,https://doi.org/10.1088/1742-6596/1913/1/012065,2026-05-06,cc-by
https://openalex.org/W3169390421,openalex,https://doi.org/10.1039/d1na00233c,2026-05-06,cc-by-nc
https://openalex.org/W3169397976,openalex,https://doi.org/10.1016/j.envc.2021.100161,2026-05-06,cc-by-nc-nd
https://openalex.org/W3169416747,openalex,https://doi.org/10.1016/j.scitotenv.2021.148146,2026-05-06,cc-by-nc-nd
https://openalex.org/W3169462745,openalex,https://doi.org/10.1016/j.jenvman.2021.113004,2026-05-06,cc-by
https://openalex.org/W3169505897,openalex,https://doi.org/10.3390/su13116434,2026-05-06,cc-by
https://openalex.org/W3169562064,openalex,https://doi.org/10.3389/fsufs.2021.619058,2026-05-06,cc-by
https://openalex.org/W3169575357,openalex,https://doi.org/10.3390/catal11060714,2026-05-06,cc-by
https://openalex.org/W3169634314,openalex,https://doi.org/10.1108/jbs-02-2021-0018,2026-05-06,cc-by
https://openalex.org/W3169651475,openalex,https://doi.org/10.3390/su13116332,2026-05-06,cc-by
https://openalex.org/W3169654807,openalex,https://doi.org/10.3389/frsus.2021.640458,2026-05-06,cc-by
https://openalex.org/W3169691847,openalex,https://doi.org/10.3390/su13116201,2026-05-06,cc-by
https://openalex.org/W3169726857,openalex,https://doi.org/10.1016/j.landusepol.2021.105529,2026-05-06,cc-by
https://openalex.org/W3169730721,openalex,https://doi.org/10.1080/13676261.2021.1939287,2026-05-06,cc-by-nc-nd
https://openalex.org/W3169785478,openalex,https://doi.org/10.3390/su13126781,2026-05-06,cc-by
https://openalex.org/W3169789529,openalex,https://doi.org/10.1016/j.jhazmat.2021.126381,2026-05-06,cc-by
https://openalex.org/W3169793560,openalex,https://doi.org/10.1080/00207543.2021.1930238,2026-05-06,cc-by-nc-nd
https://openalex.org/W3169795544,openalex,https://doi.org/10.3390/su13116312,2026-05-06,cc-by
https://openalex.org/W3169803377,openalex,https://doi.org/10.1016/j.jclepro.2021.127902,2026-05-06,cc-by
https://openalex.org/W3169812789,openalex,https://doi.org/10.1108/medar-02-2021-1199,2026-05-06,cc-by
https://openalex.org/W3169896430,openalex,https://doi.org/10.1021/acssuschemeng.0c09435,2026-05-06,cc-by-nc-nd
https://openalex.org/W3169928046,openalex,https://doi.org/10.1080/14735903.2021.1932150,2026-05-06,
https://openalex.org/W3169952315,openalex,https://doi.org/10.3390/ijms22158093,2026-05-06,cc-by
https://openalex.org/W3169959203,openalex,https://doi.org/10.3390/su13126862,2026-05-06,cc-by
https://openalex.org/W3170003026,openalex,https://doi.org/10.1038/s41598-021-91502-x,2026-05-06,cc-by
https://openalex.org/W3170033908,openalex,https://doi.org/10.1002/aenm.202100785,2026-05-06,
https://openalex.org/W3170034904,openalex,https://doi.org/10.1002/csr.2163,2026-05-06,cc-by
https://openalex.org/W3170162922,openalex,https://doi.org/10.1002/bse.2837,2026-05-06,cc-by
https://openalex.org/W3170166247,openalex,https://doi.org/10.1088/1748-9326/ac06fc,2026-05-06,cc-by
https://openalex.org/W3170168490,openalex,https://doi.org/10.1111/sum.12731,2026-05-06,
https://openalex.org/W3170214266,openalex,https://doi.org/10.1016/j.neuroimage.2021.118238,2026-05-06,cc-by-nc-nd
https://openalex.org/W3170259047,openalex,https://doi.org/10.1016/j.egyr.2021.05.044,2026-05-06,cc-by-nc-nd
https://openalex.org/W3170274170,openalex,https://doi.org/10.1016/j.clet.2021.100160,2026-05-06,cc-by-nc-nd
https://openalex.org/W3170360132,openalex,https://doi.org/10.3362/9781788531481,2026-05-06,
https://openalex.org/W3170374989,openalex,https://doi.org/10.1002/bse.2792,2026-05-06,cc-by-nc
https://openalex.org/W3170418670,openalex,https://doi.org/10.34293/education.v9i3.3881,2026-05-06,cc-by-sa
https://openalex.org/W3170459332,openalex,https://doi.org/10.1038/s41598-021-92228-6,2026-05-06,cc-by
https://openalex.org/W3170466691,openalex,https://doi.org/10.1080/15487733.2021.1930716,2026-05-06,cc-by
https://openalex.org/W3170488255,openalex,https://doi.org/10.3390/su13126693,2026-05-06,cc-by
https://openalex.org/W3170501997,openalex,https://doi.org/10.35784/pe.2021.2.25,2026-05-06,cc-by
https://openalex.org/W3170502880,openalex,https://doi.org/10.3389/fmicb.2021.669404,2026-05-06,cc-by
https://openalex.org/W3170520653,openalex,https://doi.org/10.3390/risks9060117,2026-05-06,cc-by
https://openalex.org/W3170535420,openalex,https://doi.org/10.1121/10.0005088,2026-05-06,cc-by
https://openalex.org/W3170538805,openalex,https://doi.org/10.1002/ejic.202100347,2026-05-06,cc-by
https://openalex.org/W3170551276,openalex,https://doi.org/10.1016/j.procir.2021.05.012,2026-05-06,cc-by-nc-nd
https://openalex.org/W3170554561,openalex,https://doi.org/10.3390/su13116360,2026-05-06,cc-by
https://openalex.org/W3170583321,openalex,https://doi.org/10.3390/su13126797,2026-05-06,cc-by
https://openalex.org/W3170613256,openalex,https://doi.org/10.1016/j.jclepro.2021.127733,2026-05-06,cc-by-nc-nd
https://openalex.org/W3170619814,openalex,https://doi.org/10.3390/en14123469,2026-05-06,cc-by
https://openalex.org/W3170695488,openalex,https://doi.org/10.5751/es-12484-260231,2026-05-06,cc-by
https://openalex.org/W3170710920,openalex,https://doi.org/10.3390/en14113179,2026-05-06,cc-by
https://openalex.org/W3170711268,openalex,https://doi.org/10.3390/su13126592,2026-05-06,cc-by
https://openalex.org/W3170721829,openalex,https://doi.org/10.3390/su13116357,2026-05-06,cc-by
https://openalex.org/W3170748256,openalex,https://doi.org/10.1080/23311886.2021.1928980,2026-05-06,cc-by
https://openalex.org/W3170756436,openalex,https://doi.org/10.25115/eea.v39i5.5111,2026-05-06,
https://openalex.org/W3170773598,openalex,https://doi.org/10.3390/su13126839,2026-05-06,cc-by
https://openalex.org/W3170801104,openalex,https://doi.org/10.3390/su13116076,2026-05-06,cc-by
https://openalex.org/W3170820577,openalex,https://doi.org/10.3390/su13116391,2026-05-06,cc-by
https://openalex.org/W3170831206,openalex,https://doi.org/10.3390/w13111583,2026-05-06,cc-by
https://openalex.org/W3170909986,openalex,https://doi.org/10.3934/matersci.2021022,2026-05-06,cc-by
https://openalex.org/W3170914070,openalex,https://doi.org/10.3390/app11114964,2026-05-06,cc-by
https://openalex.org/W3170948404,openalex,https://doi.org/10.3390/su13116116,2026-05-06,cc-by
https://openalex.org/W3170957811,openalex,https://doi.org/10.3389/fchem.2021.691117,2026-05-06,cc-by
https://openalex.org/W3171002797,openalex,https://doi.org/10.3390/su13126562,2026-05-06,cc-by
https://openalex.org/W3171005932,openalex,https://doi.org/10.15407/ugz2021.02.003,2026-05-06,cc-by-nc
https://openalex.org/W3171045945,openalex,https://doi.org/10.20870/oeno-one.2021.55.2.4534,2026-05-06,cc-by
https://openalex.org/W3171073148,openalex,https://doi.org/10.1080/1943815x.2021.1930058,2026-05-06,
https://openalex.org/W3171107794,openalex,https://doi.org/10.1186/s12913-021-06598-8,2026-05-06,cc-by
https://openalex.org/W3171164086,openalex,https://doi.org/10.3390/su13116458,2026-05-06,cc-by
https://openalex.org/W3171208911,openalex,https://doi.org/10.1108/aaaj-03-2017-2872,2026-05-06,cc-by
https://openalex.org/W3171288947,openalex,https://doi.org/10.2478/dcse-2021-0002,2026-05-06,cc-by-nc-nd
https://openalex.org/W3171296043,openalex,https://doi.org/10.1016/j.clrc.2021.100026,2026-05-06,
https://openalex.org/W3171305882,openalex,https://doi.org/10.3390/su13126525,2026-05-06,cc-by
https://openalex.org/W3171369472,openalex,https://doi.org/10.1002/sus2.16,2026-05-06,cc-by
https://openalex.org/W3171379907,openalex,https://doi.org/10.33774/coe-2021-544jx,2026-05-06,cc-by-nc-sa
https://openalex.org/W3171393449,openalex,https://doi.org/10.1109/mts.2021.3056294,2026-05-06,
https://openalex.org/W3171440689,openalex,https://doi.org/10.3390/su13116450,2026-05-06,cc-by
